round,accuracy,loss
0,0.087,721.058967590332
1,0.1805,684.4549901485443
2,0.1032,1003.2058854103088
3,0.1265,886.3912324905396
4,0.2534,601.0217325687408
5,0.1699,710.0375459194183
6,0.1586,975.4001779556274
7,0.1223,937.9291360378265
8,0.1699,896.4102544784546
9,0.1661,1029.148964881897
10,0.1242,892.3017451763153
11,0.1347,867.4785802364349
12,0.0973,925.0753304958344
13,0.1781,676.9456188678741
14,0.2808,598.4295119047165
15,0.1561,923.6073200702667
16,0.1567,899.4094171524048
17,0.1335,1110.2105288505554
18,0.1831,940.8060393333435
19,0.1152,921.3700232505798
20,0.1366,1104.4933037757874
