round,accuracy,loss
0,0.0994,721.6607346534729
1,0.2857,629.1688733100891
2,0.3673,554.0557631254196
3,0.4203,503.4292687177658
4,0.4475,487.58986485004425
5,0.4675,471.077529668808
6,0.4823,458.035284280777
7,0.5007,440.48900270462036
8,0.5304,426.93613892793655
9,0.4993,458.28392112255096
10,0.5166,443.110455095768
11,0.5269,428.92109644412994
12,0.5263,426.26572620868683
13,0.5362,424.1947986483574
14,0.5513,418.6315424442291
15,0.5296,434.1565143465996
16,0.5169,443.3063277602196
17,0.531,452.45075488090515
18,0.5258,442.69119918346405
19,0.5236,456.54244178533554
20,0.5289,464.7685255408287
