round,accuracy,loss
0,0.1,720.9557566642761
1,0.1388,718.76274061203
2,0.1566,680.7857726812363
3,0.206,647.5908169746399
4,0.3528,557.3033081293106
5,0.237,630.5333920717239
6,0.2434,616.9317469596863
7,0.2413,632.6148625612259
8,0.0699,959.5366213321686
9,0.4355,483.0711067914963
10,0.4643,460.41549038887024
11,0.0664,997.1460990905762
12,0.2509,620.9214922189713
13,0.0497,1119.1141395568848
14,0.2368,666.4813340902328
15,0.5107,425.05909740924835
16,0.5294,412.0665962100029
17,0.2624,627.3167588710785
18,0.0479,1192.9868338108063
19,0.0474,1254.8039124011993
20,0.5493,394.73247146606445
