round,accuracy,loss
0,0.1333,721.1216881275177
1,0.1333,734.251217842102
2,0.1019,1149.3709394931793
3,0.1042,977.5683615207672
4,0.1233,963.8245804309845
5,0.1651,817.6171495914459
6,0.1732,647.3456318378448
7,0.1284,972.1196179389954
8,0.1824,852.2332625389099
9,0.164,979.2203054428101
10,0.1156,1015.0905458927155
11,0.1721,975.0908687114716
12,0.2054,962.9893686771393
13,0.1459,851.2151601314545
14,0.1095,907.6061825752258
15,0.1032,990.0090284347534
16,0.1315,734.4583067893982
17,0.1413,1055.431556224823
18,0.2355,633.7056938409805
19,0.255,616.3684384822845
20,0.2283,904.3557262420654
