round,accuracy,loss
0,0.1,721.6807150840759
1,0.2597,716.8978807926178
2,0.3335,728.7969052791595
3,0.3682,638.2671151161194
4,0.3477,846.5584490299225
5,0.3819,583.4154007434845
6,0.3697,921.1817202568054
7,0.3715,899.5874621868134
8,0.4005,617.4421294927597
9,0.4058,663.5047758817673
10,0.3779,891.3285505771637
11,0.4315,579.9160287380219
12,0.4327,584.6412665247917
13,0.4112,772.4064518213272
14,0.4574,570.6106727719307
15,0.4436,655.4877990484238
16,0.3676,885.2395802736282
17,0.4381,595.1369349956512
18,0.3745,996.8336201906204
19,0.3795,960.0151499509811
20,0.4176,663.407071352005
