round,accuracy,loss
0,0.098,721.3692848682404
1,0.2786,615.8054624795914
2,0.374,526.1015543937683
3,0.4468,476.9317581653595
4,0.4744,451.61660981178284
5,0.4984,432.93967324495316
6,0.533,410.1461297273636
7,0.5371,405.3148702979088
8,0.5505,393.19869005680084
9,0.5666,383.4769349694252
10,0.5665,385.40973258018494
11,0.5923,364.8013060092926
12,0.5908,361.17807787656784
13,0.604,355.04063534736633
14,0.6021,353.0610277056694
15,0.6044,348.6653782725334
16,0.6078,344.61649614572525
17,0.6193,341.0748615860939
18,0.6235,339.6348006725311
19,0.6241,338.2420003414154
20,0.621,338.2137689590454
