round,accuracy,loss
0,0.0973,721.2433595657349
1,0.1068,718.0538918972015
2,0.1929,684.7105386257172
3,0.0762,785.0959684848785
4,0.3152,580.7791333198547
5,0.0588,835.3143627643585
6,0.0687,946.8495256900787
7,0.0548,1030.469738483429
8,0.2382,638.6382565498352
9,0.0542,1055.238737821579
10,0.4432,474.4519568681717
11,0.0546,1040.8284759521484
12,0.249,634.1357215642929
13,0.4851,442.74822413921356
14,0.2676,610.3229163885117
15,0.2627,610.3515117168427
16,0.5194,416.4201933145523
17,0.252,639.1466779708862
18,0.0452,1204.2920234203339
19,0.5469,397.7217881679535
20,0.5547,393.59903568029404
