round,accuracy,loss
0,0.1,721.1261165142059
1,0.1462,702.6560406684875
2,0.1068,1030.53391122818
3,0.1171,992.8694379329681
4,0.2314,620.6016228199005
5,0.3053,559.3905268907547
6,0.2252,717.2326219081879
7,0.1712,794.7111703157425
8,0.1373,868.2605473995209
9,0.1215,1207.3679807186127
10,0.2376,682.776108622551
11,0.1614,975.3193244934082
12,0.172,1019.2968707084656
13,0.1663,942.6975908279419
14,0.2585,619.6652792692184
15,0.2166,863.5306280851364
16,0.1513,1059.1925659179688
17,0.2787,608.405724644661
18,0.1711,987.0348935127258
19,0.1813,924.7247195243835
20,0.1572,892.9487626552582
