round,accuracy,loss
0,0.0949,721.5149867534637
1,0.1523,716.1054291725159
2,0.2484,657.8049939870834
3,0.219,647.3166197538376
4,0.0712,838.6557128429413
5,0.3587,546.5539792776108
6,0.0834,871.2000753879547
7,0.2206,631.2127193212509
8,0.2222,628.6458966732025
9,0.2512,613.5525950193405
10,0.258,597.726672410965
11,0.0485,1032.6621160507202
12,0.269,600.6352778673172
13,0.4857,443.45298343896866
14,0.2764,581.7231904268265
15,0.512,429.8858450651169
16,0.0543,1090.9037101268768
17,0.2682,585.9120008945465
18,0.5305,413.0890323519707
19,0.2353,622.7364720106125
20,0.262,590.8702307939529
