round,accuracy,loss
0,0.0974,721.7981200218201
1,0.3744,640.676650762558
2,0.4106,526.6896077394485
3,0.3722,537.7190443277359
4,0.54,403.5024433732033
5,0.4191,502.083384513855
6,0.5578,385.75792306661606
7,0.4543,475.9972414970398
8,0.4811,454.6219276189804
9,0.4926,441.5214198231697
10,0.4628,459.3771196603775
11,0.6087,353.3850721716881
12,0.4599,463.162092089653
13,0.4856,445.69127720594406
14,0.4748,452.09013974666595
15,0.5041,435.48677039146423
16,0.5001,444.585615336895
17,0.5268,425.19997376203537
18,0.6067,362.90165370702744
19,0.6046,370.6607841849327
20,0.4412,485.2317062616348
