round,accuracy,loss
0,0.1,721.4075093269348
1,0.1,965.9455125331879
2,0.1033,1041.1668319702148
3,0.1461,771.5896213054657
4,0.1953,621.6533050537109
5,0.1399,1012.733672618866
6,0.1213,937.5243065357208
7,0.1851,849.3921149969101
8,0.205,794.9055308103561
9,0.1407,972.4214730262756
10,0.1229,854.1277701854706
11,0.1723,868.0703377723694
12,0.1444,822.1214475631714
13,0.1067,883.2788751125336
14,0.1198,1012.137811422348
15,0.1246,1109.4626924991608
16,0.1299,941.8363945484161
17,0.1186,1055.9607620239258
18,0.1145,966.5377750396729
19,0.0796,977.7053995132446
20,0.1303,1122.764229297638
