round,accuracy,loss
0,0.1,721.2367217540741
1,0.1105,716.7176234722137
2,0.271,651.4067376852036
3,0.3292,586.3461636304855
4,0.0815,809.1190700531006
5,0.2356,646.9579162597656
6,0.2694,624.4789859056473
7,0.2553,625.1840250492096
8,0.2636,612.3190176486969
9,0.0529,1028.1809585094452
10,0.0529,1054.929544210434
11,0.0488,1100.9795207977295
12,0.2544,615.0988607406616
13,0.2756,599.2432895898819
14,0.3088,580.3167103528976
15,0.263,616.2657524347305
16,0.2622,597.4344652891159
17,0.0475,1184.1745812892914
18,0.2721,581.9184104204178
19,0.2899,569.779455780983
20,0.0452,1234.8598837852478
