round,accuracy,loss
0,0.0954,720.9887049198151
1,0.1,1130.4389481544495
2,0.1284,981.3061685562134
3,0.1296,1006.709484577179
4,0.1568,982.6390953063965
5,0.1703,809.02104139328
6,0.2034,611.5020763874054
7,0.1646,934.4670815467834
8,0.1034,777.2955796718597
9,0.2319,618.6454349756241
10,0.1581,953.3341567516327
11,0.1498,780.4651143550873
12,0.1752,960.739483833313
13,0.2618,607.3738117218018
14,0.3264,542.6000628471375
15,0.2294,700.1055629253387
16,0.2757,567.4141781330109
17,0.2008,972.457239151001
18,0.1587,1013.0162835121155
19,0.1434,788.8163013458252
20,0.1013,850.7238202095032
