round,accuracy,loss
0,0.1,721.1083281040192
1,0.1964,688.6113932132721
2,0.2594,630.9223970174789
3,0.1132,943.3321039676666
4,0.1158,1005.0192265510559
5,0.1289,993.1414504051208
6,0.1564,932.4122335910797
7,0.282,585.147542476654
8,0.1989,901.2932012081146
9,0.1587,959.0478682518005
10,0.1497,903.7910449504852
11,0.1373,995.687352180481
12,0.1512,895.5648159980774
13,0.1338,1075.0721328258514
14,0.1619,958.4887392520905
15,0.0949,929.8579969406128
16,0.1707,972.5562088489532
17,0.0986,951.0327246189117
18,0.0796,1006.3680934906006
19,0.2322,687.5543147325516
20,0.1435,939.7210898399353
