round,accuracy,loss
0,0.0995,721.5473370552063
1,0.2523,643.600839972496
2,0.3803,547.7272627353668
3,0.4306,510.2194617986679
4,0.4545,481.9571887254715
5,0.4803,462.93556439876556
6,0.4851,453.868299305439
7,0.5064,445.6508277654648
8,0.5121,440.05665332078934
9,0.5178,435.8532629609108
10,0.5067,443.3381626009941
11,0.5273,428.4441949725151
12,0.4975,461.6738837957382
13,0.5054,476.55875331163406
14,0.489,471.6570534110069
15,0.5116,460.855781018734
16,0.5102,458.39792090654373
17,0.5171,459.5283614397049
18,0.5249,442.8959137201309
19,0.5175,455.9658954143524
20,0.5175,456.4806218743324
