round,accuracy,loss
0,0.1,721.3126928806305
1,0.4333,485.4429929256439
2,0.4902,442.3029992580414
3,0.5384,399.7226656675339
4,0.5477,397.2228839993477
5,0.5683,377.1349105834961
6,0.5907,364.41516041755676
7,0.5939,357.64350402355194
8,0.5942,363.518981218338
9,0.6114,348.62117820978165
10,0.6131,346.529070019722
11,0.6081,349.66264897584915
12,0.6092,352.71083158254623
13,0.6139,352.9971514940262
14,0.6101,352.41248619556427
15,0.623,352.66382336616516
16,0.615,361.36774307489395
17,0.6156,364.6027750968933
18,0.6106,367.17787194252014
19,0.6113,369.4982859492302
20,0.6102,373.68655586242676
