round,accuracy,loss
0,0.0793,721.4496190547943
1,0.4264,485.73109352588654
2,0.4798,446.00578916072845
3,0.5399,402.0057445168495
4,0.5521,389.7852255702019
5,0.559,382.4581626057625
6,0.5922,362.19045984745026
7,0.6056,351.17734611034393
8,0.6184,341.7590000629425
9,0.626,334.09458816051483
10,0.635,331.30387115478516
11,0.6319,328.57687878608704
12,0.6382,329.0135945677757
13,0.6393,333.26031243801117
14,0.6383,336.0755209326744
15,0.6374,336.8548968434334
16,0.6291,346.359375834465
17,0.6367,345.320107460022
18,0.6263,355.39885810017586
19,0.6292,355.1377786397934
20,0.625,362.304612159729
