round,accuracy,loss
0,0.1,721.5564913749695
1,0.1284,719.4362635612488
2,0.0902,739.9978744983673
3,0.1644,667.7025548219681
4,0.196,642.6829540729523
5,0.2122,628.5756030082703
6,0.0684,900.6043028831482
7,0.2291,642.342041015625
8,0.249,622.6458351612091
9,0.4422,474.47864377498627
10,0.0551,1021.398218870163
11,0.2398,641.5898306369781
12,0.0559,1070.4338548183441
13,0.4824,446.69976925849915
14,0.268,619.8399070501328
15,0.048,1146.0039420127869
16,0.0544,1147.2826662063599
17,0.229,651.2033044099808
18,0.5319,406.6357778310776
19,0.2896,601.5325216054916
20,0.5609,387.2623897790909
