round,accuracy,loss
0,0.1,721.9690935611725
1,0.101,772.4266428947449
2,0.0944,771.0709841251373
3,0.1884,648.3728324174881
4,0.1087,1065.907722711563
5,0.2935,576.2204569578171
6,0.1227,1008.3834745883942
7,0.1577,972.6823766231537
8,0.3089,557.2773222923279
9,0.2125,730.1637855768204
10,0.1209,1065.8376739025116
11,0.1669,1063.383282661438
12,0.1788,937.0154004096985
13,0.1529,812.4796388149261
14,0.1116,886.402909040451
15,0.1286,1132.8808236122131
16,0.1673,929.9988832473755
17,0.3042,594.9748848676682
18,0.1524,1039.0452246665955
19,0.3151,559.5147844552994
20,0.3649,528.0310635566711
