round,accuracy,loss
0,0.1,721.4807283878326
1,0.2542,713.5907641649246
2,0.3563,707.5315325260162
3,0.3793,690.5485976934433
4,0.3357,865.0923825502396
5,0.3847,659.7567117214203
6,0.3572,821.1528714895248
7,0.392,693.0226106643677
8,0.3573,861.7920353412628
9,0.3654,849.4117323160172
10,0.392,631.0471324920654
11,0.4056,708.3571294546127
12,0.416,600.5543870925903
13,0.4165,655.6560076475143
14,0.4277,566.1035739183426
15,0.4305,635.8856303691864
16,0.4259,706.884663939476
17,0.4261,682.3357251882553
18,0.3762,808.8458131551743
19,0.4299,650.2205773591995
20,0.4202,770.1783052682877
