round,accuracy,loss
0,0.1,721.5281460285187
1,0.2442,642.3404027223587
2,0.3163,575.7457319498062
3,0.3469,556.5093443393707
4,0.3984,527.1070830821991
5,0.4204,511.8800370693207
6,0.4225,499.7490109205246
7,0.4622,473.1955842971802
8,0.4528,491.24112927913666
9,0.4798,464.93299359083176
10,0.4889,459.76663476228714
11,0.4717,477.15147292613983
12,0.477,483.3795058131218
13,0.4784,482.9917656183243
14,0.481,481.1315655708313
15,0.4713,482.38756281137466
16,0.4892,471.6887593269348
17,0.4879,478.2547999024391
18,0.475,500.9786341190338
19,0.4807,498.5981469154358
20,0.4692,515.6450772881508
