round,accuracy,loss
0,0.1057,721.3778200149536
1,0.1,1165.0856935977936
2,0.1947,661.7719676494598
3,0.1199,990.8806703090668
4,0.286,590.8734251260757
5,0.1855,709.190021276474
6,0.1302,1034.799298286438
7,0.124,967.9387693405151
8,0.163,912.2876811027527
9,0.154,1041.4837985038757
10,0.1282,981.0821557044983
11,0.153,998.7180128097534
12,0.2632,668.5905854701996
13,0.1989,952.6213855743408
14,0.1351,1010.7476515769958
15,0.156,930.1868712902069
16,0.1839,908.9716227054596
17,0.1528,907.937643289566
18,0.1944,913.3570108413696
19,0.3145,649.5288646221161
20,0.227,958.7338898181915
