round,accuracy,loss
0,0.0875,721.3655595779419
1,0.1464,715.9444172382355
2,0.2561,641.0882527828217
3,0.0776,766.2941908836365
4,0.1807,640.1105732917786
5,0.0621,936.863445520401
6,0.2194,644.8117117881775
7,0.2626,619.2160297632217
8,0.4378,478.97609853744507
9,0.0638,1001.3644890785217
10,0.4596,460.99591648578644
11,0.0687,1019.3998429775238
12,0.2471,639.9504815340042
13,0.2511,629.2266236543655
14,0.4956,428.164887547493
15,0.052,1103.98828291893
16,0.2355,675.4959528446198
17,0.522,408.78273862600327
18,0.053,1181.1427490711212
19,0.2366,658.5036203861237
20,0.5498,391.0500378012657
