round,accuracy,loss
0,0.1011,721.1985952854156
1,0.2969,724.668212890625
2,0.3243,767.4339861869812
3,0.3603,804.6579157114029
4,0.3609,803.6543986797333
5,0.3653,807.6187176704407
6,0.3719,801.0066874027252
7,0.3866,815.6137217283249
8,0.3898,747.7354184389114
9,0.4022,846.5986199378967
10,0.3768,813.0943639278412
11,0.4005,950.5596278905869
12,0.3907,921.885641336441
13,0.3906,965.1388804912567
14,0.4017,910.5274403095245
15,0.3951,910.9705131053925
16,0.3984,1145.6072404384613
17,0.3997,958.2953993082047
18,0.4046,1150.7310755252838
19,0.41,907.7449177503586
20,0.4061,1092.6190822124481
