round,accuracy,loss
0,0.1,721.245596408844
1,0.3104,620.1276390552521
2,0.4152,515.4817980527878
3,0.4635,484.86666095256805
4,0.4933,445.02749502658844
5,0.5001,444.9150608778
6,0.5145,429.51993691921234
7,0.5177,428.10533660650253
8,0.5067,431.1059265732765
9,0.5176,421.33376544713974
10,0.5232,428.01829624176025
11,0.5483,413.63206219673157
12,0.5405,412.8719274401665
13,0.5188,431.1105598807335
14,0.5372,421.5841960310936
15,0.5263,437.64526504278183
16,0.5274,439.6669056415558
17,0.538,435.4872992038727
18,0.5382,438.5251371860504
19,0.5404,438.1795682311058
20,0.5282,455.2620966434479
