round,accuracy,loss
0,0.1,721.9957647323608
1,0.1,721.8468902111053
2,0.1,721.6883113384247
3,0.1,721.5486500263214
4,0.1,721.4092648029327
5,0.1,721.2793097496033
6,0.1,721.1516900062561
7,0.1,721.009599685669
8,0.1,720.877669095993
9,0.1,720.7397119998932
10,0.0999,720.5714519023895
11,0.0997,720.4208834171295
12,0.0988,720.276643037796
13,0.1002,720.1121597290039
14,0.1001,719.9413819313049
15,0.1066,719.766740322113
16,0.1137,719.5798468589783
17,0.1228,719.3511390686035
18,0.1293,719.1155622005463
19,0.1313,718.8643052577972
20,0.1349,718.5630106925964
