round,accuracy,loss
0,0.0935,721.9257369041443
1,0.096,721.7694709300995
2,0.0994,721.6370363235474
3,0.1036,721.5106945037842
4,0.1053,721.3610491752625
5,0.1047,721.2096519470215
6,0.1078,721.0435721874237
7,0.1136,720.8759841918945
8,0.1194,720.7089369297028
9,0.1255,720.513688325882
10,0.1279,720.2640368938446
11,0.1292,719.980664730072
12,0.133,719.6283357143402
13,0.1398,719.161363363266
14,0.1422,718.4850282669067
15,0.1454,717.5050568580627
16,0.1378,716.1779193878174
17,0.1409,714.3340556621552
18,0.138,711.9158880710602
19,0.1505,708.2379140853882
20,0.1627,703.1664929389954
