round,accuracy,loss
0,0.1057,722.3218464851379
1,0.1052,722.1348030567169
2,0.1046,721.977790594101
3,0.1012,721.811509847641
4,0.1012,721.6508128643036
5,0.0997,721.5168883800507
6,0.0997,721.3750655651093
7,0.098,721.2505278587341
8,0.0979,721.1408274173737
9,0.0981,721.0258202552795
10,0.0976,720.9248218536377
11,0.0977,720.841659784317
12,0.0951,720.7569899559021
13,0.0953,720.6601152420044
14,0.0959,720.5638203620911
15,0.0993,720.4551317691803
16,0.0984,720.360851764679
17,0.0998,720.2532548904419
18,0.0993,720.1390454769135
19,0.099,720.0156743526459
20,0.0988,719.8873701095581
