round,accuracy,loss
0,0.1003,721.4428679943085
1,0.101,721.3350231647491
2,0.101,721.234973192215
3,0.1013,721.1501195430756
4,0.1014,721.0540347099304
5,0.1011,720.9661417007446
6,0.1019,720.9085891246796
7,0.1019,720.8353416919708
8,0.1021,720.7578432559967
9,0.1042,720.6770398616791
10,0.1061,720.6131062507629
11,0.1093,720.5461671352386
12,0.1135,720.4709916114807
13,0.1122,720.4049739837646
14,0.1158,720.3248941898346
15,0.1132,720.2452931404114
16,0.1136,720.1617166996002
17,0.1126,720.0837509632111
18,0.1118,720.0182070732117
19,0.1152,719.9317462444305
20,0.1182,719.8327922821045
