round,accuracy,loss
0,0.0996,721.7687015533447
1,0.2571,723.8246505260468
2,0.3148,761.2270636558533
3,0.3552,781.2873462438583
4,0.3795,820.6816231012344
5,0.3851,802.6903901100159
6,0.382,821.5823420286179
7,0.3913,846.099667429924
8,0.3954,801.7990247011185
9,0.4006,811.461584687233
10,0.408,836.7017059326172
11,0.4044,921.3315218687057
12,0.3956,773.7818188667297
13,0.4041,990.981217622757
14,0.4028,916.9673936367035
15,0.3986,989.701083779335
16,0.3901,945.4614500999451
17,0.3964,970.1811321973801
18,0.3988,1089.7301028966904
19,0.4073,936.248040676117
20,0.4046,995.7532922029495
