round,accuracy,loss
0,0.1096,721.212085723877
1,0.4357,479.3844484090805
2,0.508,426.99768537282944
3,0.5526,393.14934223890305
4,0.5795,375.2272484302521
5,0.5871,360.8211634159088
6,0.5896,356.20677840709686
7,0.6145,344.5088558793068
8,0.6156,341.77399492263794
9,0.6081,344.73139399290085
10,0.6305,338.54184579849243
11,0.6325,332.530768096447
12,0.6285,341.23243778944016
13,0.6298,339.6748411655426
14,0.624,344.4597765803337
15,0.6312,343.86189103126526
16,0.636,346.312539935112
17,0.6269,357.75204795598984
18,0.6252,366.22768074274063
19,0.6275,361.2631447315216
20,0.622,373.5076478123665
