round,accuracy,loss
0,0.0998,721.1075570583344
1,0.0998,721.0482704639435
2,0.1,720.9826169013977
3,0.1001,720.9268116950989
4,0.1,720.8719973564148
5,0.1001,720.8169977664948
6,0.1006,720.7618172168732
7,0.1027,720.7046096324921
8,0.1065,720.6423518657684
9,0.1149,720.5810430049896
10,0.1165,720.5229613780975
11,0.1172,720.4664318561554
12,0.1203,720.4104726314545
13,0.1249,720.3386688232422
14,0.1249,720.2701890468597
15,0.1364,720.1821162700653
16,0.1402,720.0729222297668
17,0.1455,719.9825215339661
18,0.1481,719.8807241916656
19,0.1492,719.7760412693024
20,0.1521,719.6656637191772
