round,accuracy,loss
0,0.1,720.9346356391907
1,0.1,720.8020792007446
2,0.1,720.6691637039185
3,0.1,720.5136437416077
4,0.1001,720.3571162223816
5,0.1001,720.198429107666
6,0.1018,720.0273184776306
7,0.1069,719.8258535861969
8,0.118,719.5670011043549
9,0.1356,719.2413244247437
10,0.1514,718.8916654586792
11,0.1696,718.5777058601379
12,0.1673,718.4978199005127
13,0.1846,719.5998656749725
14,0.1544,720.8758814334869
15,0.1363,716.262097120285
16,0.1394,705.5067059993744
17,0.1725,695.6008069515228
18,0.1835,687.5678594112396
19,0.1862,683.1521553993225
20,0.2024,679.2825028896332
