round,accuracy,loss
0,0.119,721.473521232605
1,0.3205,655.3496116399765
2,0.4424,512.9017144441605
3,0.4806,452.18897557258606
4,0.5125,425.4486234784126
5,0.5398,406.34263932704926
6,0.5566,391.5053262114525
7,0.5721,380.4044266939163
8,0.5792,376.0786581635475
9,0.5867,368.4664534330368
10,0.5893,366.00019812583923
11,0.5949,360.377400636673
12,0.602,360.33206337690353
13,0.5994,361.18740022182465
14,0.6075,356.7245574593544
15,0.6034,359.68247532844543
16,0.6027,367.0049207806587
17,0.5985,368.14241230487823
18,0.5973,378.29831129312515
19,0.6003,377.4863983988762
20,0.5886,382.3857583999634
