round,accuracy,loss
0,0.1204,721.3313364982605
1,0.1222,721.1134555339813
2,0.1221,720.9230587482452
3,0.1242,720.7160451412201
4,0.126,720.5286660194397
5,0.1263,720.3471579551697
6,0.1286,720.1592636108398
7,0.1312,719.9709105491638
8,0.1289,719.7678954601288
9,0.1305,719.5445699691772
10,0.1328,719.2976088523865
11,0.1323,719.0242891311646
12,0.1343,718.7159521579742
13,0.1348,718.3948652744293
14,0.1461,718.0394005775452
15,0.1601,717.6508362293243
16,0.1726,717.1782636642456
17,0.1821,716.645928144455
18,0.1864,715.9941518306732
19,0.1884,715.1791377067566
20,0.1875,714.1788959503174
