round,accuracy,loss
0,0.1125,721.4533874988556
1,0.1144,721.3131124973297
2,0.1179,721.181726694107
3,0.12,721.0259244441986
4,0.1197,720.8681659698486
5,0.1121,720.6883337497711
6,0.108,720.492537021637
7,0.1103,720.2528059482574
8,0.1119,719.9925191402435
9,0.1038,719.6774551868439
10,0.1016,719.282176733017
11,0.1012,718.7499806880951
12,0.1006,718.0646133422852
13,0.1013,717.4577786922455
14,0.1253,717.2939128875732
15,0.1199,715.6776933670044
16,0.1387,711.8891708850861
17,0.1544,708.9423394203186
18,0.1742,703.4008886814117
19,0.192,696.4770605564117
20,0.2036,691.4292795658112
