round,accuracy,loss
0,0.1,721.507593870163
1,0.1,721.4107139110565
2,0.1,721.3045818805695
3,0.1,721.2068428993225
4,0.1001,721.1177098751068
5,0.1002,721.0352642536163
6,0.1002,720.9526617527008
7,0.1001,720.8661623001099
8,0.1002,720.7989077568054
9,0.1005,720.7207803726196
10,0.1002,720.6522607803345
11,0.1003,720.586697101593
12,0.1002,720.5165886878967
13,0.1009,720.450276851654
14,0.1007,720.3759121894836
15,0.1006,720.315887928009
16,0.1006,720.242998123169
17,0.1004,720.1802916526794
18,0.1008,720.1122436523438
19,0.1012,720.0489029884338
20,0.1017,719.9737076759338
