round,accuracy,loss
0,0.1,721.3683123588562
1,0.1,721.287670135498
2,0.1,721.2078900337219
3,0.1,721.1358020305634
4,0.1,721.0582802295685
5,0.1001,720.9852628707886
6,0.0999,720.9079713821411
7,0.0999,720.8393125534058
8,0.0999,720.7673859596252
9,0.1,720.7001633644104
10,0.1005,720.6200938224792
11,0.1001,720.5489392280579
12,0.1001,720.4744868278503
13,0.1001,720.3975005149841
14,0.1007,720.310693025589
15,0.101,720.2359066009521
16,0.1012,720.1491677761078
17,0.1011,720.0502860546112
18,0.1006,719.9549984931946
19,0.1005,719.8674547672272
20,0.1017,719.7665758132935
